Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
X6,2016,Asia,Grey,Petrol,Automatic,4.2,29461,76738,9687,High
X5,2024,Asia,Blue,Petrol,Automatic,2.5,90825,80087,9306,High
M5,2014,Asia,White,Diesel,Automatic,3.6,163535,44116,5468,Low
5 Series,2013,Africa,Grey,Diesel,Automatic,4.4,172462,111133,1179,Low
i3,2018,Africa,White,Diesel,Automatic,3.6,25161,107434,2734,Low
X1,2011,Middle East,Grey,Hybrid,Automatic,1.6,90476,70631,5565,Low
7 Series,2018,Europe,Black,Petrol,Automatic,3.3,191240,85128,8744,High
X3,2023,Middle East,Red,Petrol,Manual,4.0,166008,104215,8556,High
M5,2016,Europe,White,Petrol,Automatic,4.2,178992,101690,1061,Low
i8,2024,Europe,White,Hybrid,Automatic,2.2,82543,30342,8005,High
M5,2013,South America,Blue,Hybrid,Manual,3.5,8168,94656,7323,High
7 Series,2020,South America,Black,Diesel,Automatic,2.1,185458,39432,3921,Low
X1,2018,Middle East,Blue,Diesel,Automatic,3.1,126520,68068,6053,Low
X1,2014,Europe,Blue,Diesel,Automatic,1.7,129701,119555,2487,Low
5 Series,2022,Middle East,Silver,Diesel,Automatic,3.5,11275,93017,6008,Low
M3,2011,Asia,Black,Petrol,Manual,1.6,12271,48661,9266,High
M3,2012,Asia,Silver,Diesel,Automatic,1.9,129567,65166,896,Low
X3,2014,Europe,Red,Petrol,Manual,1.5,106044,106484,924,Low
X1,2019,Europe,Blue,Hybrid,Automatic,4.6,177278,54300,6317,Low
i3,2021,North America,Grey,Hybrid,Automatic,2.7,103563,71543,4902,Low
7 Series,2011,North America,White,Hybrid,Manual,3.1,169893,85366,6049,Low
X3,2021,North America,White,Hybrid,Manual,4.6,58832,95096,1363,Low
7 Series,2014,Africa,White,Electric,Manual,5.0,101037,35125,4433,Low
5 Series,2012,Asia,Grey,Hybrid,Manual,3.0,181037,53000,8802,High
5 Series,2016,Africa,Grey,Hybrid,Manual,2.3,162594,106465,8958,High
M3,2011,Europe,Black,Electric,Manual,4.0,188968,83364,1050,Low
5 Series,2019,North America,Grey,Electric,Manual,1.7,49686,112200,5501,Low
X3,2015,North America,Red,Electric,Automatic,3.8,33208,65441,4979,Low
X6,2016,South America,Red,Petrol,Manual,1.5,118438,82086,9049,High
5 Series,2011,Middle East,Red,Electric,Manual,3.2,4808,107718,2960,Low
M5,2021,Africa,Red,Electric,Manual,2.5,142674,84551,753,Low
i3,2021,South America,White,Electric,Automatic,2.1,137420,51346,6224,Low
3 Series,2024,Middle East,Grey,Petrol,Automatic,2.0,101306,75858,1558,Low
X1,2020,Europe,White,Hybrid,Automatic,3.8,41809,61336,3859,Low
i3,2010,Europe,White,Petrol,Manual,3.3,6499,64707,4355,Low
7 Series,2013,Middle East,Silver,Electric,Automatic,2.2,192651,81998,9991,High
M5,2021,Africa,Blue,Petrol,Manual,3.7,94420,32699,5233,Low
X5,2010,Europe,Red,Electric,Manual,4.0,48211,57521,2473,Low
5 Series,2013,Europe,Black,Diesel,Automatic,3.3,123966,35654,7800,High
3 Series,2023,Africa,Red,Diesel,Manual,2.5,115702,99668,6300,Low
7 Series,2016,Middle East,Grey,Diesel,Automatic,2.6,17928,101194,2369,Low
X6,2010,North America,Blue,Diesel,Automatic,3.0,115060,56887,5125,Low
i3,2011,South America,Silver,Electric,Manual,2.4,141363,106549,3658,Low
X1,2018,Africa,Red,Petrol,Manual,3.1,175995,77722,1597,Low
M5,2021,Europe,Red,Petrol,Automatic,4.0,159969,37631,8539,High
3 Series,2010,South America,Blue,Petrol,Manual,3.8,103028,66532,5729,Low
7 Series,2017,South America,White,Petrol,Manual,4.1,141854,114599,4312,Low
3 Series,2022,Middle East,Red,Diesel,Manual,2.0,111193,117499,9988,High
i3,2019,Europe,Grey,Petrol,Automatic,4.4,14026,95471,3178,Low
3 Series,2013,North America,Blue,Hybrid,Automatic,4.9,75663,63445,2255,Low
X5,2014,Asia,White,Petrol,Automatic,3.7,147651,89551,754,Low
7 Series,2013,Middle East,Blue,Diesel,Automatic,2.7,977,40427,8561,High
X1,2024,Europe,Grey,Diesel,Manual,4.0,87263,71666,8913,High
X1,2015,Europe,Silver,Electric,Automatic,2.5,109226,111566,8270,High
M3,2020,South America,Black,Petrol,Automatic,2.9,182682,61267,3117,Low
X6,2024,Africa,Blue,Diesel,Manual,3.4,121713,99228,5657,Low
3 Series,2017,South America,Silver,Electric,Automatic,2.4,27699,64054,9479,High
X3,2021,Middle East,Black,Electric,Manual,2.0,145781,67574,6107,Low
i3,2022,South America,Red,Hybrid,Manual,2.3,183059,85070,2356,Low
i8,2013,Europe,Grey,Petrol,Automatic,2.5,17678,42364,8471,High
i3,2015,Asia,Silver,Hybrid,Automatic,2.9,152741,66975,3846,Low
X6,2018,North America,Silver,Diesel,Automatic,3.7,169012,91231,1706,Low
X6,2019,North America,Blue,Petrol,Manual,1.5,195836,57425,2437,Low
3 Series,2012,North America,Blue,Hybrid,Automatic,2.8,65600,95518,6087,Low
5 Series,2024,Europe,Grey,Electric,Automatic,4.1,110199,35577,7796,High
X6,2015,North America,Grey,Hybrid,Automatic,4.9,34082,87940,4242,Low
M3,2011,Middle East,White,Diesel,Automatic,2.1,126167,45123,8918,High
3 Series,2018,Middle East,Silver,Electric,Automatic,1.9,59012,38545,3138,Low
M3,2018,Europe,Black,Hybrid,Automatic,2.0,17674,91890,4579,Low
X3,2022,Asia,White,Diesel,Automatic,4.0,74304,91406,8623,High
7 Series,2015,Asia,Blue,Petrol,Automatic,1.6,82554,102013,445,Low
X3,2022,Europe,Red,Diesel,Automatic,1.7,104948,111970,8016,High
M5,2014,Middle East,Black,Hybrid,Automatic,4.1,114680,52472,7450,High
3 Series,2019,Middle East,Red,Diesel,Automatic,3.0,128529,33565,6867,Low
X3,2017,South America,Red,Petrol,Manual,2.2,153946,93409,8840,High
i8,2015,North America,White,Petrol,Automatic,4.7,87485,106225,4259,Low
i3,2016,Middle East,Silver,Diesel,Automatic,3.2,22846,109512,378,Low
X1,2022,North America,Red,Electric,Manual,2.4,46236,36664,8766,High
7 Series,2018,Asia,White,Petrol,Automatic,4.5,145514,87379,6011,Low
5 Series,2024,Middle East,Red,Electric,Manual,4.6,37384,101303,5122,Low
i3,2024,Asia,Black,Petrol,Manual,1.7,134506,38143,3327,Low
7 Series,2015,Middle East,Silver,Hybrid,Automatic,2.8,174887,117681,3739,Low
X5,2024,Africa,Blue,Diesel,Automatic,2.3,109855,59744,7562,High
7 Series,2021,Africa,Grey,Petrol,Automatic,4.5,164998,70542,5681,Low
i8,2016,Africa,Black,Diesel,Manual,2.7,58594,55669,5225,Low
X5,2021,Asia,Blue,Petrol,Manual,2.0,28992,39774,1843,Low
X5,2022,Asia,Black,Electric,Manual,3.6,168127,62129,5451,Low
5 Series,2015,South America,Grey,Diesel,Automatic,3.3,106072,45536,9763,High
M3,2018,North America,Grey,Petrol,Manual,4.9,112831,79032,9021,High
X1,2019,Africa,Red,Petrol,Automatic,4.6,174305,89258,3345,Low
7 Series,2021,Europe,Grey,Diesel,Manual,3.6,26832,64760,5087,Low
7 Series,2012,Asia,White,Electric,Automatic,3.0,105469,91360,3977,Low
M3,2011,North America,Red,Electric,Automatic,1.7,119960,56835,6900,Low
M3,2021,Middle East,Red,Hybrid,Manual,3.9,162844,71679,7239,High
3 Series,2013,Middle East,Grey,Petrol,Automatic,4.8,101932,90879,8750,High
X5,2010,Europe,Black,Petrol,Automatic,4.5,165740,109222,8615,High
X6,2010,South America,Blue,Diesel,Manual,3.6,133870,111362,8049,High
X1,2020,Africa,Red,Diesel,Automatic,4.4,48582,113506,108,Low
M5,2014,Middle East,Blue,Diesel,Automatic,4.7,126017,35024,536,Low
X5,2011,Europe,Red,Hybrid,Automatic,2.7,198142,92211,2815,Low
i3,2012,Europe,Blue,Diesel,Automatic,1.6,13757,92303,2186,Low
3 Series,2017,Middle East,Black,Diesel,Manual,5.0,66433,60521,7209,High
7 Series,2011,Africa,Red,Petrol,Automatic,2.9,85401,111996,3961,Low
i8,2019,Asia,Blue,Diesel,Automatic,3.6,85763,72815,809,Low
M3,2014,North America,Silver,Petrol,Automatic,3.7,57041,39096,2070,Low
X3,2020,Asia,Black,Diesel,Automatic,2.8,61789,37116,9450,High
M3,2022,Asia,Red,Hybrid,Manual,1.9,132224,70122,9700,High
X5,2015,Europe,White,Petrol,Automatic,1.5,12010,111731,1935,Low
7 Series,2013,Asia,Red,Petrol,Manual,4.1,95890,70084,1115,Low
i8,2024,Middle East,Silver,Diesel,Manual,2.2,80240,117487,9111,High
X1,2019,South America,Black,Electric,Manual,1.5,95951,116306,2389,Low
3 Series,2011,Africa,White,Electric,Automatic,2.6,49812,41202,6513,Low
i8,2024,Asia,Blue,Electric,Automatic,2.4,61931,94263,7953,High
i8,2013,Asia,Black,Petrol,Automatic,3.0,181828,80583,9987,High
M3,2023,Middle East,Blue,Diesel,Manual,3.9,116591,106993,6145,Low
5 Series,2022,Asia,Grey,Petrol,Automatic,3.4,182450,57673,635,Low
i8,2011,Africa,Black,Electric,Automatic,4.1,52184,45705,336,Low
X3,2020,North America,Grey,Electric,Manual,3.5,4582,66581,4048,Low
3 Series,2021,Africa,White,Petrol,Manual,3.4,123416,39066,7559,High
M3,2024,North America,White,Hybrid,Automatic,2.0,131937,118301,2934,Low
i3,2020,Middle East,Blue,Petrol,Automatic,4.2,31961,56614,2442,Low
X6,2022,South America,Red,Petrol,Manual,4.8,137650,115615,9876,High
7 Series,2022,Asia,Blue,Petrol,Manual,2.8,81595,38725,4443,Low
M5,2019,Middle East,Silver,Diesel,Automatic,4.0,50673,85799,2844,Low
X5,2016,Middle East,White,Petrol,Automatic,3.6,37664,111903,3199,Low
X3,2021,Middle East,Black,Electric,Manual,2.6,153260,101183,9832,High
X6,2024,Europe,Grey,Hybrid,Automatic,4.7,170475,92527,5855,Low
M3,2015,Europe,Blue,Hybrid,Automatic,4.1,75620,59124,8598,High
5 Series,2024,Asia,Black,Petrol,Automatic,1.8,168639,30155,2166,Low
3 Series,2019,Asia,Red,Electric,Automatic,3.9,22128,87775,144,Low
X5,2011,Asia,Grey,Petrol,Automatic,3.5,160453,86619,9896,High
3 Series,2013,Africa,Red,Hybrid,Manual,3.2,45682,106447,8964,High
M3,2017,Europe,Silver,Petrol,Manual,3.6,50303,83057,8160,High
M3,2022,South America,White,Hybrid,Manual,4.3,185620,95326,8100,High
M3,2020,Europe,White,Electric,Automatic,3.5,30265,78330,7397,High
5 Series,2024,Africa,Red,Electric,Manual,4.9,192109,36761,4383,Low
3 Series,2015,North America,Silver,Petrol,Automatic,2.8,176196,40554,5055,Low
X6,2023,Asia,White,Diesel,Manual,2.5,51498,85405,5274,Low
i8,2023,Africa,Blue,Electric,Manual,4.9,10751,116583,4378,Low
i3,2020,Middle East,Black,Petrol,Automatic,2.5,30888,40098,9972,High
i3,2011,Europe,Grey,Diesel,Manual,3.7,117908,104336,4966,Low
M3,2010,South America,Blue,Hybrid,Automatic,1.6,134293,84930,8398,High
X1,2021,Africa,Black,Electric,Automatic,3.7,34664,81754,6461,Low
3 Series,2021,Europe,Silver,Electric,Manual,3.1,161987,61215,6846,Low
M5,2010,Middle East,White,Diesel,Automatic,1.6,176086,37274,3594,Low
7 Series,2018,South America,White,Electric,Manual,2.1,86823,115037,6004,Low
i3,2010,Europe,Blue,Electric,Automatic,3.7,143169,84272,4366,Low
M3,2023,Middle East,Red,Hybrid,Manual,3.7,125981,100890,1802,Low
X5,2023,North America,Blue,Petrol,Automatic,4.2,45904,118362,2250,Low
X5,2024,Middle East,White,Electric,Automatic,3.6,36859,118946,5862,Low
X3,2015,Africa,White,Diesel,Manual,1.9,3980,78628,2019,Low
i3,2017,Middle East,Blue,Hybrid,Automatic,2.0,16004,41480,6705,Low
X3,2023,South America,White,Hybrid,Manual,4.8,51955,38182,7147,High
i8,2013,Europe,Silver,Petrol,Manual,3.9,185012,103924,9358,High
7 Series,2021,South America,Grey,Electric,Manual,4.1,199026,89495,4167,Low
3 Series,2022,North America,Red,Diesel,Manual,1.8,58542,65676,5967,Low
5 Series,2011,Middle East,Red,Petrol,Manual,1.9,179718,53889,2738,Low
5 Series,2024,North America,Grey,Hybrid,Manual,2.4,158840,58312,8104,High
3 Series,2016,South America,Red,Petrol,Manual,2.5,134587,86972,8828,High
X6,2017,Middle East,Black,Petrol,Automatic,2.1,173446,104740,3890,Low
i8,2022,North America,Blue,Diesel,Manual,4.9,127664,72541,9272,High
X1,2022,Europe,Grey,Petrol,Automatic,3.6,170293,36745,2639,Low
5 Series,2018,Europe,White,Diesel,Manual,4.0,34023,38641,4479,Low
i8,2018,Europe,Black,Petrol,Automatic,4.4,193467,102279,8445,High
3 Series,2014,South America,Silver,Petrol,Manual,3.1,95696,32803,8162,High
M3,2014,Asia,Red,Electric,Manual,4.6,164417,102426,3772,Low
M5,2010,Asia,White,Electric,Automatic,4.4,62540,71386,6898,Low
3 Series,2013,North America,Red,Electric,Automatic,4.5,178224,61624,2378,Low
i3,2010,Africa,Black,Hybrid,Automatic,4.7,120102,38281,9813,High
7 Series,2016,North America,Blue,Hybrid,Automatic,4.7,87448,115440,5239,Low
X1,2022,South America,White,Electric,Automatic,4.3,179836,51482,4525,Low
X1,2012,Asia,Silver,Petrol,Manual,3.0,27119,113017,5778,Low
7 Series,2010,North America,Silver,Electric,Automatic,3.8,132967,104860,9438,High
5 Series,2019,South America,Grey,Hybrid,Automatic,4.1,84993,50537,8797,High
X1,2011,South America,Black,Diesel,Manual,4.0,53023,118870,766,Low
M3,2021,Middle East,Blue,Hybrid,Manual,3.3,162486,83098,254,Low
3 Series,2023,Europe,Blue,Hybrid,Manual,2.0,176969,68501,207,Low
X3,2013,Asia,Black,Hybrid,Automatic,2.5,174745,116726,4218,Low
M5,2017,Europe,Black,Petrol,Automatic,3.6,188062,89068,2197,Low
X3,2012,Middle East,Grey,Hybrid,Manual,1.6,108300,79180,6313,Low
X6,2022,South America,Grey,Hybrid,Manual,4.7,36630,107637,1876,Low
X6,2019,South America,Black,Diesel,Manual,3.0,60422,92294,3576,Low
i8,2019,North America,Grey,Petrol,Manual,3.9,709,36432,9167,High
X3,2010,South America,Red,Petrol,Manual,2.7,5535,54994,1347,Low
X1,2013,North America,Black,Electric,Automatic,4.4,11643,70164,5456,Low
X6,2011,Africa,Blue,Hybrid,Manual,2.8,38916,42832,6171,Low
7 Series,2020,Middle East,White,Hybrid,Manual,4.3,139157,69517,4860,Low
X1,2011,Africa,Black,Petrol,Manual,4.7,35351,94575,9019,High
X1,2019,Asia,Red,Diesel,Automatic,1.7,74900,76382,4410,Low
3 Series,2014,Asia,Blue,Petrol,Manual,4.9,47246,109664,827,Low
i8,2023,Europe,Silver,Petrol,Manual,2.4,77259,97872,5257,Low
X5,2012,Europe,Black,Hybrid,Manual,2.7,148253,66000,9137,High
X6,2022,North America,Black,Electric,Manual,3.3,27481,38647,6639,Low
X6,2016,South America,White,Hybrid,Manual,2.9,181046,79767,7285,High
X1,2021,Europe,Red,Electric,Manual,3.7,187304,87012,9921,High
X1,2016,Africa,White,Electric,Manual,4.3,23990,46044,7150,High
M5,2016,North America,Black,Petrol,Automatic,2.8,41321,33346,182,Low
i8,2013,Africa,Grey,Petrol,Automatic,4.4,130537,104623,2980,Low
i8,2018,Asia,Grey,Hybrid,Manual,1.6,79157,109247,3686,Low
i8,2021,Europe,Blue,Hybrid,Automatic,3.7,91626,115673,1605,Low
7 Series,2017,Middle East,Blue,Hybrid,Automatic,2.6,151732,44098,575,Low
5 Series,2020,North America,Black,Electric,Manual,3.0,128857,45182,7623,High
X3,2013,Africa,Blue,Hybrid,Manual,3.8,90607,117196,1845,Low
i3,2017,Asia,Grey,Diesel,Automatic,2.8,75584,33247,6117,Low
7 Series,2010,Asia,Red,Petrol,Automatic,1.6,33065,51596,5814,Low
M3,2012,Middle East,Red,Petrol,Automatic,2.6,179011,72098,3774,Low
X1,2015,Asia,Grey,Diesel,Automatic,2.1,199235,84022,1194,Low
5 Series,2020,North America,Silver,Diesel,Automatic,2.5,104765,55551,1258,Low
X5,2017,Africa,Silver,Petrol,Automatic,4.8,32268,68638,7530,High
X3,2024,North America,White,Electric,Manual,3.1,16206,106681,9975,High
X5,2011,South America,Blue,Hybrid,Automatic,2.0,176698,65648,933,Low
3 Series,2023,Europe,Grey,Diesel,Automatic,1.9,161350,92814,4534,Low
i8,2023,Africa,Red,Petrol,Automatic,2.3,87384,46605,9789,High
i3,2017,Africa,Grey,Petrol,Automatic,1.8,47351,108455,6332,Low
M5,2013,Asia,White,Petrol,Automatic,1.9,176631,98675,7185,High
X5,2013,North America,Blue,Electric,Manual,4.5,118565,31272,235,Low
M3,2019,Asia,Grey,Hybrid,Automatic,3.2,111472,87742,1742,Low
i3,2020,North America,White,Petrol,Automatic,3.5,6300,54518,9682,High
M5,2024,Europe,White,Electric,Manual,1.6,166846,45346,7780,High
X1,2015,Asia,Blue,Electric,Automatic,1.7,93209,58011,4637,Low
X1,2013,Africa,Grey,Hybrid,Automatic,2.7,180240,100463,826,Low
M5,2011,Asia,Black,Hybrid,Manual,4.0,184952,99734,9821,High
M5,2018,Africa,Blue,Diesel,Manual,2.8,44465,39035,3381,Low
3 Series,2010,Africa,White,Petrol,Manual,4.8,167371,107138,197,Low
M3,2020,South America,Red,Diesel,Automatic,1.6,84035,87807,1186,Low
7 Series,2013,Europe,Blue,Electric,Manual,3.8,39520,115691,9129,High
X5,2016,North America,Grey,Hybrid,Automatic,2.8,159312,86252,6516,Low
3 Series,2012,Africa,Red,Hybrid,Manual,3.2,136757,86851,7692,High
X3,2011,Africa,Blue,Hybrid,Manual,3.7,2885,113776,8321,High
M3,2016,South America,Grey,Electric,Manual,3.7,117253,62462,3519,Low
M3,2023,North America,Silver,Electric,Manual,2.1,175559,32754,5247,Low
X3,2024,Middle East,Red,Electric,Automatic,4.7,145822,40363,865,Low
M5,2021,South America,Red,Hybrid,Manual,3.2,8848,36549,4354,Low
X5,2010,Africa,Blue,Diesel,Manual,4.4,184826,101736,9220,High
M5,2012,Middle East,Black,Diesel,Manual,2.9,25981,66081,6034,Low
M3,2020,South America,White,Petrol,Automatic,4.0,21831,96323,1799,Low
X3,2017,North America,Black,Electric,Manual,2.2,187708,55925,6669,Low
X6,2018,Africa,Silver,Petrol,Automatic,3.4,101378,94948,7463,High
i3,2013,Africa,Red,Petrol,Manual,2.7,124901,75397,2297,Low
X5,2014,Europe,White,Hybrid,Manual,3.7,122280,56848,8415,High
X6,2016,North America,Red,Electric,Automatic,4.4,42477,49795,2104,Low
X6,2011,Europe,White,Diesel,Automatic,2.5,44673,37008,7979,High
M3,2019,Africa,Red,Petrol,Automatic,1.7,22556,42258,4795,Low
X3,2024,Europe,Blue,Electric,Manual,4.6,143512,98294,1880,Low
M3,2022,South America,White,Petrol,Automatic,4.4,60777,71933,3847,Low
M3,2023,Asia,Black,Petrol,Automatic,4.8,120723,99644,3616,Low
3 Series,2016,South America,Grey,Diesel,Manual,2.3,184897,47757,2761,Low
X1,2023,North America,Blue,Petrol,Manual,4.0,110391,102707,4754,Low
5 Series,2015,Africa,Red,Diesel,Manual,4.9,151428,79574,7150,High
i8,2020,Middle East,Blue,Hybrid,Automatic,4.1,115997,75095,8895,High
M3,2015,Middle East,White,Diesel,Automatic,3.8,163522,42381,6396,Low
7 Series,2013,Europe,Red,Hybrid,Automatic,3.5,101471,79518,4955,Low
X6,2022,South America,Red,Diesel,Manual,3.1,175287,35222,7710,High
X5,2016,Africa,Grey,Hybrid,Automatic,4.4,21842,118955,6152,Low
5 Series,2016,South America,Blue,Diesel,Manual,3.7,50801,110080,5358,Low
X6,2013,Europe,Silver,Electric,Automatic,1.9,153583,89958,9712,High
i8,2020,Asia,White,Petrol,Automatic,3.4,113488,95775,6895,Low
5 Series,2013,Middle East,Blue,Diesel,Manual,4.1,122470,94777,507,Low
3 Series,2016,North America,White,Electric,Manual,2.4,104214,60850,6025,Low
i3,2013,Middle East,Grey,Diesel,Manual,2.2,37795,54732,4599,Low
i8,2022,Africa,Blue,Diesel,Manual,5.0,68369,84941,3477,Low
5 Series,2020,North America,Blue,Electric,Manual,4.9,116637,51820,611,Low
7 Series,2021,South America,Grey,Electric,Manual,2.4,46721,56540,8213,High
i3,2012,Asia,Blue,Hybrid,Manual,3.9,54847,67431,5936,Low
i3,2024,Africa,Blue,Diesel,Manual,4.2,172397,57986,5646,Low
X3,2024,Europe,Blue,Hybrid,Manual,1.5,35277,62142,848,Low
X5,2024,Asia,Silver,Petrol,Automatic,3.4,96137,103080,107,Low
M3,2016,Europe,Black,Electric,Automatic,3.3,29073,117018,9393,High
i8,2013,Asia,Silver,Electric,Automatic,4.2,161855,38817,1932,Low
X6,2014,Middle East,White,Petrol,Manual,3.3,57362,108706,2078,Low
i8,2023,Middle East,Silver,Electric,Automatic,2.6,70735,88191,594,Low
7 Series,2010,Africa,Silver,Petrol,Automatic,2.7,63679,67971,615,Low
M5,2015,Asia,Blue,Electric,Automatic,3.6,140597,30163,908,Low
X5,2017,North America,White,Hybrid,Manual,2.7,48591,81852,4609,Low
7 Series,2010,Africa,Blue,Diesel,Automatic,3.3,104288,85967,9950,High
7 Series,2018,Africa,White,Hybrid,Automatic,4.8,164353,52051,9263,High
i8,2013,Asia,White,Petrol,Automatic,4.1,82114,39137,8211,High
7 Series,2011,North America,Black,Electric,Manual,4.7,55720,73725,6245,Low
X5,2018,South America,Blue,Petrol,Manual,3.5,101875,91332,9374,High
X5,2015,North America,Red,Electric,Manual,4.1,13314,62601,5426,Low
X6,2015,Asia,Black,Electric,Automatic,4.9,181327,69455,7516,High
X1,2024,North America,Grey,Petrol,Automatic,1.9,68065,118132,5587,Low
M5,2018,Middle East,Black,Electric,Automatic,1.8,35605,101678,613,Low
i8,2022,South America,Silver,Electric,Automatic,3.1,90787,85775,2477,Low
i8,2011,South America,Black,Electric,Automatic,3.0,156493,111807,3672,Low
3 Series,2014,Middle East,Red,Diesel,Automatic,3.5,82040,80135,7477,High
X6,2012,North America,Red,Diesel,Manual,2.8,133720,90232,1449,Low
X5,2021,Europe,Grey,Petrol,Manual,3.9,91761,92915,8763,High
7 Series,2022,Asia,Black,Hybrid,Manual,2.6,2159,85622,7789,High
7 Series,2011,Europe,Silver,Petrol,Manual,1.9,177648,40560,6525,Low
3 Series,2015,Middle East,White,Hybrid,Manual,2.3,12008,33958,7145,High
X6,2011,Middle East,Blue,Electric,Manual,2.0,105417,32789,8046,High
M3,2014,Europe,Blue,Petrol,Manual,3.1,19320,69231,5039,Low
7 Series,2019,Europe,Red,Diesel,Automatic,1.9,81169,110225,7312,High
7 Series,2017,South America,White,Electric,Automatic,2.7,101703,88737,3193,Low
7 Series,2015,Middle East,Grey,Diesel,Automatic,4.6,80950,32761,989,Low
X1,2021,North America,Blue,Electric,Manual,2.1,5553,95518,5009,Low
X3,2021,Asia,Black,Petrol,Manual,1.9,109385,114055,9403,High
M5,2019,South America,Red,Petrol,Manual,3.9,126848,30531,7481,High
X6,2015,Europe,Blue,Petrol,Automatic,1.6,195650,101227,4337,Low
M5,2013,Middle East,Red,Hybrid,Manual,3.9,59161,81327,4325,Low
7 Series,2019,Africa,White,Hybrid,Automatic,4.0,88602,111265,1456,Low
X3,2019,Middle East,Grey,Petrol,Manual,1.8,78122,110708,1048,Low
M5,2023,South America,White,Petrol,Automatic,4.3,176917,80275,5349,Low
X3,2012,Asia,Red,Petrol,Automatic,4.7,191244,105390,3223,Low
i3,2010,South America,Grey,Diesel,Automatic,4.5,114030,100378,1811,Low
M5,2015,North America,Black,Diesel,Manual,2.5,191917,76889,6104,Low
M3,2013,Asia,Red,Hybrid,Manual,3.0,165819,107907,5429,Low
i8,2019,Europe,Red,Petrol,Manual,3.2,146352,50608,4946,Low
M3,2023,Asia,Black,Electric,Manual,2.7,739,59842,6192,Low
X3,2023,Africa,White,Hybrid,Automatic,2.6,623,68086,1077,Low
5 Series,2013,Asia,Grey,Diesel,Automatic,3.5,135519,34721,2512,Low
X3,2016,Europe,Red,Electric,Manual,4.6,60549,56277,2156,Low
M3,2016,Europe,Grey,Hybrid,Manual,4.8,150088,92638,3386,Low
