Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Sales_Volume,Sales_Classification,Prediction_Price_USD,Price_USD
i8,2023,Middle East,Silver,Electric,Automatic,2.6,70735,594,Low,75619.1906,88191
7 Series,2010,Africa,Silver,Petrol,Automatic,2.7,63679,615,Low,75577.99323,67971
M5,2015,Asia,Blue,Electric,Automatic,3.6,140597,908,Low,75511.4521,30163
X5,2017,North America,White,Hybrid,Manual,2.7,48591,4609,Low,74793.25046,81852
7 Series,2010,Africa,Blue,Diesel,Automatic,3.3,104288,9950,High,75797.26977,85967
7 Series,2018,Africa,White,Hybrid,Automatic,4.8,164353,9263,High,75506.23337,52051
i8,2013,Asia,White,Petrol,Automatic,4.1,82114,8211,High,75835.27068,39137
7 Series,2011,North America,Black,Electric,Manual,4.7,55720,6245,Low,75579.99946,73725
X5,2018,South America,Blue,Petrol,Manual,3.5,101875,9374,High,74715.11944,91332
X5,2015,North America,Red,Electric,Manual,4.1,13314,5426,Low,74717.02439,62601
X6,2015,Asia,Black,Electric,Automatic,4.9,181327,7516,High,74742.49327,69455
X1,2024,North America,Grey,Petrol,Automatic,1.9,68065,5587,Low,75547.76243,118132
M5,2018,Middle East,Black,Electric,Automatic,1.8,35605,613,Low,74355.5984,101678
i8,2022,South America,Silver,Electric,Automatic,3.1,90787,2477,Low,76025.57079,85775
i8,2011,South America,Black,Electric,Automatic,3,156493,3672,Low,75244.88893,111807
3 Series,2014,Middle East,Red,Diesel,Automatic,3.5,82040,7477,High,74640.90891,80135
X6,2012,North America,Red,Diesel,Manual,2.8,133720,1449,Low,74210.3736,90232
X5,2021,Europe,Grey,Petrol,Manual,3.9,91761,8763,High,73795.83269,92915
7 Series,2022,Asia,Black,Hybrid,Manual,2.6,2159,7789,High,75918.08081,85622
7 Series,2011,Europe,Silver,Petrol,Manual,1.9,177648,6525,Low,75396.55286,40560
3 Series,2015,Middle East,White,Hybrid,Manual,2.3,12008,7145,High,74601.54624,33958
X6,2011,Middle East,Blue,Electric,Manual,2,105417,8046,High,74002.38872,32789
M3,2014,Europe,Blue,Petrol,Manual,3.1,19320,5039,Low,75533.1246,69231
7 Series,2019,Europe,Red,Diesel,Automatic,1.9,81169,7312,High,75905.05556,110225
7 Series,2017,South America,White,Electric,Automatic,2.7,101703,3193,Low,76475.3527,88737
7 Series,2015,Middle East,Grey,Diesel,Automatic,4.6,80950,989,Low,74658.24588,32761
X1,2021,North America,Blue,Electric,Manual,2.1,5553,5009,Low,76568.13526,95518
X3,2021,Asia,Black,Petrol,Manual,1.9,109385,9403,High,75381.41224,114055
M5,2019,South America,Red,Petrol,Manual,3.9,126848,7481,High,73887.8688,30531
X6,2015,Europe,Blue,Petrol,Automatic,1.6,195650,4337,Low,74879.36539,101227
M5,2013,Middle East,Red,Hybrid,Manual,3.9,59161,4325,Low,73091.88641,81327
7 Series,2019,Africa,White,Hybrid,Automatic,4,88602,1456,Low,75900.82547,111265
X3,2019,Middle East,Grey,Petrol,Manual,1.8,78122,1048,Low,73893.80819,110708
M5,2023,South America,White,Petrol,Automatic,4.3,176917,5349,Low,74965.86211,80275
X3,2012,Asia,Red,Petrol,Automatic,4.7,191244,3223,Low,75090.47003,105390
i3,2010,South America,Grey,Diesel,Automatic,4.5,114030,1811,Low,74177.33709,100378
M5,2015,North America,Black,Diesel,Manual,2.5,191917,6104,Low,74310.13212,76889
M3,2013,Asia,Red,Hybrid,Manual,3,165819,5429,Low,74974.79659,107907
i8,2019,Europe,Red,Petrol,Manual,3.2,146352,4946,Low,75103.2762,50608
M3,2023,Asia,Black,Electric,Manual,2.7,739,6192,Low,76283.92125,59842
X3,2023,Africa,White,Hybrid,Automatic,2.6,623,1077,Low,75590.91007,68086
5 Series,2013,Asia,Grey,Diesel,Automatic,3.5,135519,2512,Low,75352.64382,34721
X3,2016,Europe,Red,Electric,Manual,4.6,60549,2156,Low,74969.39016,56277
M3,2016,Europe,Grey,Hybrid,Manual,4.8,150088,3386,Low,74001.31572,92638
X5,2010,South America,Silver,Diesel,Automatic,4.3,81396,7524,High,74405.66748,97716
X3,2023,Middle East,Blue,Electric,Automatic,4.7,152845,9023,High,75252.82879,79168
7 Series,2021,South America,White,Hybrid,Automatic,2.2,38603,115,Low,76221.91353,105270
3 Series,2016,Asia,Black,Hybrid,Automatic,4.5,190215,3995,Low,75400.87052,93747
5 Series,2018,Asia,Grey,Diesel,Automatic,3.8,102404,6249,Low,75623.06904,74502
X6,2016,Africa,Grey,Petrol,Automatic,3.6,87904,1828,Low,73725.22095,91140
X3,2022,North America,Silver,Diesel,Manual,4,83854,6968,Low,75527.5257,52491
X5,2017,North America,Red,Electric,Automatic,4,178119,2318,Low,74893.5117,39270
5 Series,2013,South America,Black,Electric,Manual,2.3,130000,838,Low,75334.21518,70597
M5,2022,North America,Black,Hybrid,Automatic,3.3,55869,1708,Low,74554.05885,119946
i3,2020,Africa,Red,Electric,Automatic,1.6,87652,3230,Low,75452.55728,71698
5 Series,2014,Asia,Grey,Petrol,Automatic,2.3,154306,7856,High,75055.02914,56891
X5,2013,Asia,Blue,Diesel,Manual,2.4,39220,9998,High,75314.26703,115415
X6,2014,Asia,White,Hybrid,Manual,4.3,190510,7707,High,74336.79318,48221
X1,2015,Middle East,Grey,Hybrid,Manual,3.3,185175,3205,Low,73682.09426,78073
X5,2010,Africa,Blue,Hybrid,Automatic,3.4,20694,8165,High,74331.03972,98411
i3,2013,Middle East,Red,Petrol,Automatic,3.7,54128,9296,High,74087.26742,101373
7 Series,2011,Middle East,Silver,Petrol,Manual,3,133281,7655,High,74612.83626,112034
M5,2011,Middle East,Black,Diesel,Manual,2.2,156686,3674,Low,73505.42043,91372
X3,2021,Africa,Blue,Electric,Automatic,4.2,169825,8293,High,75611.18209,30158
X3,2020,Africa,Grey,Hybrid,Manual,2,100178,6010,Low,74075.94609,45402
5 Series,2021,South America,White,Electric,Automatic,3.3,35785,2173,Low,76466.0411,47374
i8,2019,Middle East,Silver,Hybrid,Automatic,3.5,72567,2588,Low,74815.02238,61895
7 Series,2024,North America,Blue,Petrol,Automatic,3.7,83749,411,Low,76734.27537,114917
i8,2022,Asia,Blue,Hybrid,Manual,4.3,178638,7795,High,75688.45447,88226
X3,2013,North America,Black,Diesel,Manual,4.3,51183,3727,Low,74930.438,55818
3 Series,2010,Africa,Grey,Diesel,Manual,3,171209,9975,High,74013.09855,32861
X6,2013,North America,Red,Petrol,Manual,4,59323,7760,High,73875.78857,43233
X3,2022,Europe,Red,Petrol,Manual,4.1,177930,2008,Low,74895.96394,75756
i3,2019,South America,Red,Electric,Manual,2.9,53770,5170,Low,75166.05632,43355
3 Series,2012,Africa,Grey,Diesel,Automatic,4.2,48342,1823,Low,74649.9586,102127
i8,2019,Middle East,Silver,Diesel,Manual,1.9,178959,2269,Low,74997.04679,44288
M3,2020,Middle East,Grey,Diesel,Manual,2.9,190860,7223,High,73965.81152,59553
7 Series,2016,Africa,Grey,Electric,Automatic,2.4,39128,2903,Low,75420.10388,85321
i8,2014,Africa,Grey,Hybrid,Automatic,3.9,189885,7285,High,73871.82247,55583
M5,2010,Middle East,White,Diesel,Automatic,2.8,183482,7778,High,73861.96823,57210
X5,2019,North America,Silver,Hybrid,Automatic,3.2,150782,1310,Low,74742.79961,37243
X1,2011,North America,White,Hybrid,Automatic,5,25535,728,Low,75514.53862,71184
X6,2011,South America,Grey,Diesel,Manual,3.5,77288,6670,Low,73482.1839,86704
3 Series,2010,Africa,Blue,Diesel,Manual,1.7,182041,3734,Low,75391.78031,115046
M5,2015,North America,Black,Hybrid,Automatic,1.6,15004,8540,High,74139.98368,33084
7 Series,2019,Africa,White,Diesel,Manual,3.7,83526,7913,High,75918.25477,62306
3 Series,2023,North America,Blue,Petrol,Automatic,1.8,192267,1765,Low,76308.32513,72669
X1,2014,Middle East,White,Hybrid,Automatic,3.5,90439,737,Low,75018.00739,67422
M3,2016,South America,Silver,Hybrid,Manual,4.4,131830,7226,High,74558.49631,59501
X1,2022,Africa,Black,Hybrid,Manual,3.5,154058,3239,Low,75106.99986,34244
i3,2011,North America,Black,Hybrid,Automatic,3.6,196374,6056,Low,74485.64118,93060
X5,2023,Middle East,Grey,Electric,Automatic,3.3,152802,7493,High,73837.20485,103976
X5,2022,South America,Red,Diesel,Automatic,3.8,132244,7503,High,74751.53692,99414
X3,2014,North America,Blue,Hybrid,Manual,3.5,66854,9170,High,74825.52831,107290
X3,2012,Asia,Red,Hybrid,Manual,4.2,18267,7691,High,74560.25994,86357
3 Series,2016,Europe,Blue,Electric,Automatic,2.6,131925,8370,High,75927.29094,90299
i3,2021,Europe,Grey,Hybrid,Manual,3.4,178437,2894,Low,74038.852,44555
7 Series,2017,South America,Black,Hybrid,Manual,2.1,83436,4738,Low,75294.8781,88918
X3,2024,Africa,Blue,Hybrid,Automatic,4.9,114500,9553,High,75230.79617,75423
3 Series,2017,North America,White,Electric,Automatic,3.3,114252,6561,Low,76214.57698,56826
7 Series,2022,Asia,Black,Diesel,Automatic,4.1,58617,1467,Low,76702.52004,96051
X6,2010,Africa,Black,Hybrid,Automatic,1.6,181283,7985,High,73551.49151,42776
i3,2012,Asia,Black,Hybrid,Automatic,1.7,23475,5862,Low,75215.87677,46378
i3,2020,Europe,Red,Diesel,Manual,1.9,196117,672,Low,75071.34226,80353
i3,2022,Middle East,Red,Petrol,Manual,3,71864,2523,Low,74510.81748,70821
3 Series,2021,Africa,Black,Hybrid,Automatic,2.5,75784,5844,Low,75310.59012,93084
M5,2024,Africa,Black,Hybrid,Manual,3.6,179037,6900,Low,74028.00432,40095
X1,2013,Europe,Grey,Hybrid,Manual,1.7,192813,3483,Low,74221.12321,109483
7 Series,2022,South America,Grey,Hybrid,Automatic,4.2,26931,6495,Low,75136.03511,98930
7 Series,2011,North America,Red,Petrol,Automatic,4.8,85035,5662,Low,75472.97104,74432
7 Series,2013,Africa,Black,Electric,Manual,2.6,129328,3786,Low,75505.70036,118836
X1,2022,South America,Black,Hybrid,Manual,1.8,22083,1204,Low,75414.47167,38356
M3,2024,Middle East,White,Diesel,Automatic,1.8,36089,3544,Low,75911.3459,44083
7 Series,2014,Africa,Black,Electric,Manual,3.7,148214,719,Low,75467.00057,102593
5 Series,2014,North America,Blue,Electric,Automatic,3,111595,8979,High,76058.69919,94536
M3,2024,Asia,White,Diesel,Manual,2.3,150339,3764,Low,76530.03352,35414
X1,2014,North America,Black,Petrol,Manual,3.8,66947,5611,Low,75286.58747,104280
M5,2015,Africa,Silver,Diesel,Automatic,2.5,172452,6253,Low,74542.99474,65707
X3,2018,Middle East,Blue,Diesel,Automatic,2.3,153589,2286,Low,75272.94717,108195
5 Series,2023,Asia,Blue,Petrol,Automatic,3.8,120827,2159,Low,76765.31357,107460
X3,2023,North America,Grey,Hybrid,Manual,4.6,30846,6829,Low,74363.37725,74066
i3,2024,Europe,Silver,Electric,Manual,4.6,88262,9608,High,75328.86377,40128
M5,2016,North America,Silver,Diesel,Automatic,1.8,158373,1068,Low,74860.84487,101692
X5,2012,Middle East,Silver,Petrol,Automatic,2.3,162816,3288,Low,74055.82963,49386
3 Series,2024,South America,Red,Electric,Manual,5,137379,152,Low,75533.83584,119435
X6,2014,North America,Black,Petrol,Automatic,1.9,41077,6345,Low,74602.09901,98009
M3,2020,North America,Blue,Petrol,Automatic,3.8,54247,1580,Low,76116.65403,88640
i3,2021,Asia,Black,Hybrid,Manual,4.5,30943,1857,Low,75227.96856,71878
X6,2012,South America,Silver,Diesel,Automatic,4.2,98970,1055,Low,74493.32009,37532
7 Series,2011,South America,Silver,Electric,Manual,1.5,7743,2194,Low,75833.1769,65323
X3,2010,Asia,White,Electric,Manual,2.5,132882,8171,High,75469.0621,77437
X6,2024,Africa,White,Hybrid,Automatic,4.4,127612,4381,Low,74784.86161,72760
i3,2015,Middle East,Black,Petrol,Manual,4.2,47992,4197,Low,74176.28196,68834
i3,2022,South America,Silver,Hybrid,Automatic,4.2,22959,7099,High,74987.55585,106644
X5,2019,Africa,Black,Hybrid,Manual,1.6,116627,8195,High,74024.47385,113879
X1,2019,South America,Grey,Petrol,Automatic,1.8,162676,3111,Low,75042.5303,32029
X5,2015,North America,Blue,Electric,Automatic,1.6,198401,6012,Low,75467.38929,46556
i3,2015,Asia,Grey,Diesel,Automatic,2,87327,4688,Low,75134.12531,116951
M3,2015,North America,White,Electric,Manual,2.3,144615,8542,High,75587.06933,70923
3 Series,2013,Middle East,Silver,Diesel,Manual,3.5,198355,3746,Low,74639.99824,115058
i8,2022,Asia,Blue,Hybrid,Manual,2.6,197553,3098,Low,75982.18626,110282
i8,2019,Africa,White,Hybrid,Automatic,4.4,111559,6892,Low,75429.81489,68575
M5,2020,South America,Blue,Petrol,Manual,1.8,156378,3376,Low,74794.93034,72683
X3,2018,Africa,White,Diesel,Automatic,3.7,101846,6415,Low,75631.893,49419
M5,2017,Europe,Black,Petrol,Automatic,2.1,192770,2995,Low,74395.43334,75245
M5,2024,North America,White,Hybrid,Manual,2.7,46455,956,Low,74868.92041,52103
X6,2021,Europe,Grey,Electric,Automatic,4,82648,4304,Low,74331.19247,52453
X3,2014,Europe,Blue,Electric,Automatic,4.8,38047,5308,Low,75695.21578,46795
i8,2016,Asia,Silver,Electric,Manual,3.1,75642,9271,High,75800.98623,68343
i3,2020,Middle East,White,Hybrid,Manual,2.8,115357,4617,Low,74578.85611,55470
7 Series,2022,Europe,Red,Electric,Manual,4.6,186047,6780,Low,75820.09361,40026
i8,2020,North America,White,Electric,Manual,2.6,99086,1717,Low,76103.76194,110420
i3,2020,South America,Silver,Petrol,Manual,3.4,48608,924,Low,75143.24316,106219
5 Series,2016,Middle East,Blue,Electric,Manual,3.1,129048,2528,Low,75425.51214,102554
i3,2021,North America,Black,Hybrid,Manual,3.7,85014,8350,High,74628.15791,62782
i3,2016,Asia,Black,Hybrid,Automatic,2,6286,622,Low,75413.03445,77195
X1,2019,Africa,Blue,Petrol,Manual,3.4,87206,5815,Low,75816.87987,40034
M3,2013,South America,White,Electric,Automatic,2,140444,5572,Low,75829.19407,49321
3 Series,2020,South America,Black,Petrol,Automatic,4.1,53603,3085,Low,75530.32753,49836
X5,2017,North America,Silver,Petrol,Automatic,1.9,20946,7923,High,74935.28738,58147
i8,2013,North America,Blue,Petrol,Automatic,4.8,55236,853,Low,75729.50219,99224
7 Series,2016,South America,White,Petrol,Manual,1.9,159168,1344,Low,75879.54462,47200
X6,2010,South America,Grey,Hybrid,Automatic,4.6,72077,9941,High,72951.04769,50861
M3,2018,Africa,Red,Hybrid,Manual,2.3,181394,731,Low,74657.0565,57122
X1,2024,South America,Silver,Electric,Manual,3.5,115767,4629,Low,76027.35873,79924
7 Series,2013,Asia,Black,Hybrid,Manual,4.1,44982,4628,Low,75548.49201,103664
i8,2011,Europe,Blue,Electric,Manual,3.7,100649,5775,Low,75548.49358,78414
3 Series,2015,Asia,White,Hybrid,Automatic,3.9,150267,6398,Low,75861.29271,30474
i8,2024,North America,Silver,Petrol,Automatic,3.8,69153,768,Low,75991.98849,93839
5 Series,2024,Africa,Red,Petrol,Manual,4.4,40229,8414,High,75259.62701,89880
7 Series,2021,South America,Blue,Petrol,Automatic,1.9,68969,5908,Low,76557.3944,111071
3 Series,2022,Asia,Silver,Diesel,Manual,2.9,64844,5358,Low,76309.45731,97548
i3,2023,Europe,Red,Hybrid,Automatic,2.2,5299,9031,High,74998.5331,68396
3 Series,2018,Middle East,Silver,Hybrid,Automatic,2.1,95267,6225,Low,74882.23093,86940
M3,2016,Asia,White,Petrol,Manual,1.8,109617,3716,Low,76023.99554,65324
X5,2013,Europe,White,Electric,Automatic,3.1,116541,5598,Low,75194.54363,79517
i3,2023,Asia,White,Petrol,Automatic,4.6,172224,6297,Low,76133.61851,44785
X6,2016,South America,Black,Petrol,Manual,3.4,131038,815,Low,74094.92553,108857
5 Series,2012,North America,White,Petrol,Manual,1.9,182428,8156,High,75350.08852,53329
7 Series,2015,Africa,Silver,Hybrid,Automatic,3.7,39655,5452,Low,75515.62808,72231
X1,2022,Europe,Black,Electric,Manual,1.7,136431,3809,Low,75889.30453,86894
X5,2015,Africa,Blue,Petrol,Manual,4.9,89648,3412,Low,74650.54177,85004
7 Series,2021,Middle East,White,Petrol,Automatic,4.2,155199,6904,Low,75750.9469,116669
X5,2021,North America,Grey,Electric,Manual,4,148878,9295,High,74105.05255,102306
5 Series,2010,Middle East,Red,Diesel,Manual,2.4,127257,833,Low,74532.52423,36104
5 Series,2019,Middle East,White,Electric,Automatic,2.2,76456,7028,High,75664.9082,62167
7 Series,2010,Middle East,Red,Electric,Automatic,2.1,138184,4565,Low,75130.58556,57581
M5,2013,North America,Blue,Electric,Automatic,3.4,189364,597,Low,74995.3845,33120
X3,2021,Africa,Blue,Hybrid,Automatic,2,342,4676,Low,75596.10717,68371
M5,2024,North America,Grey,Hybrid,Manual,3.1,93754,5361,Low,73760.67308,32158
X3,2012,Europe,Red,Diesel,Manual,3.2,144340,5869,Low,74675.95474,40170
i3,2010,Asia,White,Hybrid,Manual,4.9,146443,825,Low,74954.79584,114009
X3,2010,North America,Silver,Electric,Manual,4.2,155133,1271,Low,74920.86286,64093
M5,2021,Asia,Red,Diesel,Manual,2.2,33263,1609,Low,75118.51145,97053
X5,2014,Asia,Silver,Hybrid,Automatic,4.7,58359,3970,Low,74884.22876,78777
7 Series,2024,North America,Black,Diesel,Manual,2.9,76757,104,Low,76220.05823,32793
X6,2021,Asia,Silver,Petrol,Manual,4,16996,2076,Low,75131.48409,57277
X5,2015,Middle East,Grey,Petrol,Automatic,3.2,56796,278,Low,73496.54929,38121
5 Series,2019,North America,Silver,Diesel,Manual,3.9,74550,1757,Low,75835.9529,117240
X3,2024,South America,Silver,Electric,Manual,2.2,116354,3352,Low,75626.05522,77803
X1,2023,Africa,Silver,Petrol,Automatic,4.5,197352,2957,Low,75755.1329,80783
X6,2019,Asia,Red,Electric,Automatic,3.3,142419,4575,Low,75238.49255,119997
X5,2017,Africa,Silver,Electric,Automatic,4.5,7971,127,Low,75063.15574,53686
i3,2022,North America,Blue,Petrol,Automatic,2.3,149099,5560,Low,75938.94473,78543
X3,2012,Africa,Silver,Hybrid,Manual,3.6,39626,955,Low,74420.57296,64064
M5,2024,South America,Blue,Petrol,Manual,2,32207,4545,Low,75122.37004,35232
X5,2015,South America,Red,Diesel,Automatic,4,103887,8479,High,74424.09102,56890
i8,2011,Europe,Blue,Petrol,Automatic,4.9,25346,826,Low,75547.98541,112612
X1,2020,Asia,Grey,Electric,Manual,1.7,106883,3828,Low,75700.30011,113293
5 Series,2023,Middle East,Blue,Diesel,Automatic,5,155407,1395,Low,75803.26724,43228
i8,2016,Middle East,Grey,Diesel,Manual,1.6,86259,8329,High,73984.21041,47446
X3,2012,South America,Grey,Petrol,Manual,1.9,54368,431,Low,74073.26409,87372
M3,2021,Africa,White,Petrol,Manual,2.2,99774,5388,Low,75673.57706,56790
X1,2021,Africa,Silver,Electric,Manual,2,179109,5996,Low,75837.33612,99348
X6,2011,Middle East,Blue,Electric,Manual,2.6,73833,7157,High,74001.7595,95902
M5,2011,Europe,Silver,Hybrid,Automatic,4.1,148945,3884,Low,73913.00617,103235
X3,2016,North America,Red,Diesel,Automatic,2.9,116858,6909,Low,75292.37594,55855
M3,2013,Middle East,Red,Electric,Automatic,2.6,198820,1072,Low,74733.01216,55767
X3,2015,Africa,Grey,Electric,Automatic,2.7,98580,7936,High,74381.16781,105619
3 Series,2017,Africa,Grey,Electric,Automatic,3.6,104723,6914,Low,74959.63364,104807
M3,2018,Europe,Grey,Electric,Automatic,3.2,191976,4554,Low,74958.78603,105737
X3,2017,South America,Red,Hybrid,Automatic,5,32801,6468,Low,74691.8345,36917
M5,2023,Africa,Blue,Petrol,Manual,2.1,157585,1195,Low,74864.14146,98606
5 Series,2013,North America,Grey,Electric,Manual,2.2,134901,2903,Low,74884.5285,98826
X6,2010,South America,Blue,Petrol,Manual,3.5,191350,3192,Low,74218.87823,98766
X1,2024,Middle East,Silver,Diesel,Manual,2.4,141539,2787,Low,75469.66348,116109
X6,2021,South America,Silver,Hybrid,Automatic,1.6,99939,9080,High,74416.57698,84450
X1,2022,Europe,Silver,Electric,Manual,3.1,145951,4045,Low,75962.14886,75332
7 Series,2021,Africa,Silver,Diesel,Manual,3.5,175240,9362,High,75665.67551,82064
i8,2023,South America,Blue,Petrol,Automatic,4.6,161144,4183,Low,75967.03766,57562
X6,2010,South America,Red,Diesel,Manual,4.9,69196,6439,Low,73907.47179,117224
3 Series,2019,Asia,Grey,Electric,Manual,4.4,45903,1291,Low,75403.28059,105566
7 Series,2014,Middle East,Black,Petrol,Manual,4.7,14435,1680,Low,74841.71756,107172
i3,2019,Middle East,Grey,Hybrid,Automatic,4.2,74869,7749,High,73500.82283,72476
M3,2016,North America,Silver,Petrol,Automatic,3.7,162275,3127,Low,75475.01151,105897
X6,2020,Europe,Red,Electric,Automatic,3.1,21035,4392,Low,74953.33531,110183
X6,2013,South America,Red,Petrol,Manual,4,142408,2195,Low,73841.37846,60324
i3,2019,Europe,Blue,Petrol,Manual,2.5,11228,3596,Low,75563.59018,97484
X1,2013,Asia,Grey,Diesel,Manual,2.1,133641,3229,Low,75212.33976,48415
M5,2017,Europe,Blue,Diesel,Automatic,3.6,123943,411,Low,75060.49158,107637
M3,2015,South America,Red,Hybrid,Automatic,3.5,56790,8572,High,74682.52161,51639
X6,2010,Asia,Grey,Petrol,Manual,2.2,90578,7052,High,73622.1154,98939
X1,2011,North America,Grey,Electric,Automatic,3.3,189930,2690,Low,74948.69686,55730
X1,2015,Europe,Silver,Diesel,Manual,1.6,112098,3815,Low,75655.31814,102611
i3,2011,Africa,White,Hybrid,Manual,4.8,57509,6442,Low,74526.56767,88272
X3,2012,Asia,Blue,Hybrid,Manual,1.8,123154,6499,Low,75352.45904,102568
i8,2018,Europe,White,Diesel,Manual,3.9,106462,8402,High,75510.58031,86544
X3,2018,North America,White,Hybrid,Manual,4.8,172712,5284,Low,74976.41684,104231
X3,2017,Europe,Silver,Petrol,Manual,3.9,52688,116,Low,75022.18983,34935
X3,2024,Asia,Red,Diesel,Automatic,4.9,22621,9886,High,75835.73506,106515
5 Series,2011,North America,White,Electric,Automatic,3.2,39557,8098,High,75911.64657,97066
M3,2018,South America,Red,Diesel,Automatic,2.4,183878,4303,Low,75433.81967,90394
M5,2019,North America,White,Hybrid,Manual,3.2,47513,3740,Low,74591.17744,50644
3 Series,2019,South America,White,Diesel,Manual,3.6,179174,1890,Low,75721.63057,61021
5 Series,2017,North America,Black,Petrol,Automatic,4.1,103770,5679,Low,75602.51975,55524
5 Series,2012,Africa,White,Petrol,Manual,3.2,180415,828,Low,75273.71715,117385
7 Series,2012,Africa,Red,Petrol,Automatic,1.8,44458,2737,Low,75530.482,114371
i3,2011,Asia,Red,Diesel,Automatic,3.6,47228,8653,High,75219.90533,49035
i3,2010,Africa,Black,Hybrid,Manual,4,60404,5977,Low,74092.64322,40104
5 Series,2015,Africa,White,Electric,Automatic,3,166109,4465,Low,75980.88361,106864
i3,2013,Asia,Grey,Hybrid,Automatic,4.6,153574,7135,High,74124.95925,111825
7 Series,2021,Asia,Black,Electric,Manual,4.9,63864,8697,High,76214.11786,114484
