Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Sales_Volume,Sales_Classification
M5,2023,South America,Silver,Diesel,Manual,3.1,26019,6639,Low
X5,2021,North America,Grey,Diesel,Automatic,3.7,5157,7048,High
3 Series,2012,North America,White,Electric,Automatic,4.5,195955,7434,High
M5,2011,Africa,Red,Diesel,Automatic,4.6,174466,2118,Low
3 Series,2013,Africa,Blue,Diesel,Automatic,4.6,173430,3769,Low
X1,2024,North America,Grey,Diesel,Manual,1.7,72150,7862,High
X6,2014,Africa,Red,Hybrid,Manual,4.3,44254,7333,High
X3,2020,Europe,Red,Electric,Automatic,3,84672,2906,Low
i8,2013,Asia,Grey,Petrol,Automatic,3.7,59895,8179,High
i3,2010,Asia,Grey,Electric,Manual,3.7,179989,6404,Low
X5,2012,Africa,Blue,Hybrid,Manual,2.7,199251,1520,Low
X3,2011,Europe,Blue,Diesel,Manual,5,165731,8114,High
7 Series,2010,South America,Red,Hybrid,Manual,4.7,50707,9210,High
X6,2011,North America,Blue,Diesel,Automatic,2.6,156478,130,Low
3 Series,2012,Asia,Blue,Petrol,Automatic,1.7,143848,5201,Low
X1,2022,North America,Silver,Hybrid,Automatic,3.9,9296,9941,High
M3,2018,Africa,Silver,Electric,Automatic,3.9,36265,4391,Low
X1,2016,North America,Red,Electric,Manual,3.2,74682,1587,Low
i8,2013,North America,Black,Petrol,Manual,3.7,147012,4138,Low
X5,2012,Africa,Black,Petrol,Manual,3.7,84861,6135,Low
7 Series,2017,South America,Black,Petrol,Automatic,4.1,114444,9488,High
X1,2021,Middle East,Black,Electric,Automatic,1.9,13892,3179,Low
X3,2012,Europe,White,Electric,Manual,4.5,157109,8189,High
X3,2023,Middle East,Silver,Electric,Automatic,3,41628,3633,Low
3 Series,2017,Middle East,Blue,Hybrid,Automatic,2.9,24881,2347,Low
X5,2018,South America,Grey,Diesel,Automatic,2.6,87765,8445,High
X1,2018,South America,White,Electric,Automatic,2.7,158843,9314,High
3 Series,2013,Africa,Grey,Electric,Automatic,2.9,126405,8453,High
M3,2010,Middle East,White,Electric,Manual,2.8,197973,8586,High
M5,2024,Europe,White,Petrol,Manual,4.9,51655,3569,Low
7 Series,2023,North America,Blue,Hybrid,Manual,2.5,106827,8129,High
i3,2022,Europe,Black,Diesel,Manual,1.5,67113,4086,Low
X5,2014,Asia,Black,Petrol,Automatic,3.8,4793,7783,High
3 Series,2020,Middle East,Grey,Diesel,Automatic,3.9,115798,6088,Low
7 Series,2019,Europe,Silver,Hybrid,Automatic,1.7,135331,6707,Low
7 Series,2018,Europe,Silver,Hybrid,Manual,2.9,16841,8340,High
X1,2016,Africa,Blue,Petrol,Manual,2.4,173440,4234,Low
M5,2013,Africa,Red,Petrol,Manual,3.9,59398,1760,Low
3 Series,2023,Europe,Grey,Diesel,Automatic,2.2,185324,8440,High
X6,2023,South America,Silver,Electric,Manual,5,157620,7738,High
X5,2010,Middle East,Silver,Diesel,Automatic,4.1,168737,2867,Low
M5,2024,Middle East,Blue,Hybrid,Manual,4.6,1980,6014,Low
X5,2017,South America,Grey,Electric,Automatic,4.1,97015,378,Low
X1,2024,Middle East,Grey,Electric,Manual,1.6,190540,2922,Low
5 Series,2024,North America,Blue,Electric,Manual,2.5,184310,2371,Low
3 Series,2024,Europe,Black,Petrol,Automatic,3.5,138446,8313,High
X3,2019,North America,Blue,Electric,Automatic,4.4,73276,1618,Low
X6,2013,North America,Red,Electric,Automatic,3.7,72754,5439,Low
3 Series,2020,Europe,Black,Diesel,Automatic,3.6,27604,1554,Low
7 Series,2017,Middle East,Grey,Diesel,Automatic,3.9,120771,6467,Low
X5,2017,North America,Red,Diesel,Automatic,2.8,148876,6732,Low
i3,2012,North America,Blue,Diesel,Automatic,3,2309,4438,Low
X1,2022,North America,Blue,Diesel,Manual,4,8412,3076,Low
i3,2022,North America,Black,Hybrid,Automatic,4,53396,1929,Low
7 Series,2017,Africa,Silver,Petrol,Manual,4.3,83994,2375,Low
X3,2023,Asia,Red,Petrol,Automatic,2.8,185046,1685,Low
X5,2023,South America,Blue,Hybrid,Manual,4.4,92775,1462,Low
M5,2012,Middle East,Blue,Diesel,Automatic,3.8,69265,479,Low
3 Series,2016,South America,Red,Petrol,Automatic,1.8,132661,4735,Low
X3,2012,Asia,Black,Hybrid,Manual,3.6,130348,8559,High
5 Series,2023,North America,Blue,Electric,Manual,2.7,77950,2353,Low
X1,2016,Middle East,Blue,Petrol,Manual,1.6,17450,5266,Low
i3,2016,Africa,Grey,Petrol,Manual,4.9,29327,1188,Low
7 Series,2020,North America,Silver,Hybrid,Automatic,4.3,124228,3359,Low
7 Series,2012,Africa,Grey,Hybrid,Automatic,2.4,19039,6723,Low
i8,2015,South America,Grey,Petrol,Manual,2.1,67711,3425,Low
X5,2019,South America,Blue,Diesel,Manual,2.8,129091,9760,High
X3,2023,Asia,Red,Diesel,Automatic,3,69004,5922,Low
M5,2018,Europe,Grey,Electric,Automatic,2,30874,541,Low
i3,2024,South America,Red,Electric,Manual,3.5,87401,9226,High
i3,2024,Africa,Silver,Hybrid,Manual,4.6,115245,1161,Low
5 Series,2019,Middle East,Grey,Petrol,Automatic,4.1,25884,6261,Low
5 Series,2017,North America,Blue,Hybrid,Manual,1.9,28268,6021,Low
M3,2012,Africa,Blue,Hybrid,Manual,2.3,105654,3073,Low
5 Series,2016,Asia,Black,Electric,Manual,4.1,57324,5784,Low
X3,2011,Europe,Silver,Electric,Manual,4,181088,1257,Low
M5,2020,Middle East,Red,Petrol,Manual,3.2,129385,2677,Low
X1,2024,North America,Black,Petrol,Manual,3.7,27620,560,Low
M5,2015,Asia,Silver,Petrol,Automatic,4.5,21897,879,Low
5 Series,2019,South America,Blue,Diesel,Manual,2.4,61002,4641,Low
X1,2020,Asia,Grey,Electric,Manual,2.1,119318,4158,Low
X1,2018,North America,White,Petrol,Automatic,4.4,132983,9462,High
X5,2022,North America,Blue,Petrol,Automatic,2.2,109169,9967,High
i3,2012,Middle East,Black,Electric,Automatic,4,34713,138,Low
3 Series,2013,Europe,Black,Hybrid,Automatic,3.1,52566,1757,Low
X6,2014,South America,Grey,Hybrid,Automatic,2.7,112862,5126,Low
M3,2022,Africa,Black,Electric,Manual,1.6,48256,3440,Low
M3,2021,Europe,Red,Diesel,Automatic,5,154395,5573,Low
X1,2011,South America,Black,Electric,Automatic,1.5,92715,541,Low
X6,2024,North America,Blue,Petrol,Manual,4.5,132091,5698,Low
X1,2018,Africa,White,Petrol,Automatic,4.5,104441,1036,Low
3 Series,2023,South America,Grey,Diesel,Automatic,2.8,136120,2848,Low
X6,2016,Asia,Grey,Petrol,Automatic,4.2,29461,9687,High
X5,2024,Asia,Blue,Petrol,Automatic,2.5,90825,9306,High
M5,2014,Asia,White,Diesel,Automatic,3.6,163535,5468,Low
5 Series,2013,Africa,Grey,Diesel,Automatic,4.4,172462,1179,Low
i3,2018,Africa,White,Diesel,Automatic,3.6,25161,2734,Low
X1,2011,Middle East,Grey,Hybrid,Automatic,1.6,90476,5565,Low
7 Series,2018,Europe,Black,Petrol,Automatic,3.3,191240,8744,High
X3,2023,Middle East,Red,Petrol,Manual,4,166008,8556,High
M5,2016,Europe,White,Petrol,Automatic,4.2,178992,1061,Low
i8,2024,Europe,White,Hybrid,Automatic,2.2,82543,8005,High
M5,2013,South America,Blue,Hybrid,Manual,3.5,8168,7323,High
7 Series,2020,South America,Black,Diesel,Automatic,2.1,185458,3921,Low
X1,2018,Middle East,Blue,Diesel,Automatic,3.1,126520,6053,Low
X1,2014,Europe,Blue,Diesel,Automatic,1.7,129701,2487,Low
5 Series,2022,Middle East,Silver,Diesel,Automatic,3.5,11275,6008,Low
M3,2011,Asia,Black,Petrol,Manual,1.6,12271,9266,High
M3,2012,Asia,Silver,Diesel,Automatic,1.9,129567,896,Low
X3,2014,Europe,Red,Petrol,Manual,1.5,106044,924,Low
X1,2019,Europe,Blue,Hybrid,Automatic,4.6,177278,6317,Low
i3,2021,North America,Grey,Hybrid,Automatic,2.7,103563,4902,Low
7 Series,2011,North America,White,Hybrid,Manual,3.1,169893,6049,Low
X3,2021,North America,White,Hybrid,Manual,4.6,58832,1363,Low
7 Series,2014,Africa,White,Electric,Manual,5,101037,4433,Low
5 Series,2012,Asia,Grey,Hybrid,Manual,3,181037,8802,High
5 Series,2016,Africa,Grey,Hybrid,Manual,2.3,162594,8958,High
M3,2011,Europe,Black,Electric,Manual,4,188968,1050,Low
5 Series,2019,North America,Grey,Electric,Manual,1.7,49686,5501,Low
X3,2015,North America,Red,Electric,Automatic,3.8,33208,4979,Low
X6,2016,South America,Red,Petrol,Manual,1.5,118438,9049,High
5 Series,2011,Middle East,Red,Electric,Manual,3.2,4808,2960,Low
M5,2021,Africa,Red,Electric,Manual,2.5,142674,753,Low
i3,2021,South America,White,Electric,Automatic,2.1,137420,6224,Low
3 Series,2024,Middle East,Grey,Petrol,Automatic,2,101306,1558,Low
X1,2020,Europe,White,Hybrid,Automatic,3.8,41809,3859,Low
i3,2010,Europe,White,Petrol,Manual,3.3,6499,4355,Low
7 Series,2013,Middle East,Silver,Electric,Automatic,2.2,192651,9991,High
M5,2021,Africa,Blue,Petrol,Manual,3.7,94420,5233,Low
X5,2010,Europe,Red,Electric,Manual,4,48211,2473,Low
5 Series,2013,Europe,Black,Diesel,Automatic,3.3,123966,7800,High
3 Series,2023,Africa,Red,Diesel,Manual,2.5,115702,6300,Low
7 Series,2016,Middle East,Grey,Diesel,Automatic,2.6,17928,2369,Low
X6,2010,North America,Blue,Diesel,Automatic,3,115060,5125,Low
i3,2011,South America,Silver,Electric,Manual,2.4,141363,3658,Low
X1,2018,Africa,Red,Petrol,Manual,3.1,175995,1597,Low
M5,2021,Europe,Red,Petrol,Automatic,4,159969,8539,High
3 Series,2010,South America,Blue,Petrol,Manual,3.8,103028,5729,Low
7 Series,2017,South America,White,Petrol,Manual,4.1,141854,4312,Low
3 Series,2022,Middle East,Red,Diesel,Manual,2,111193,9988,High
i3,2019,Europe,Grey,Petrol,Automatic,4.4,14026,3178,Low
3 Series,2013,North America,Blue,Hybrid,Automatic,4.9,75663,2255,Low
X5,2014,Asia,White,Petrol,Automatic,3.7,147651,754,Low
7 Series,2013,Middle East,Blue,Diesel,Automatic,2.7,977,8561,High
X1,2024,Europe,Grey,Diesel,Manual,4,87263,8913,High
X1,2015,Europe,Silver,Electric,Automatic,2.5,109226,8270,High
M3,2020,South America,Black,Petrol,Automatic,2.9,182682,3117,Low
X6,2024,Africa,Blue,Diesel,Manual,3.4,121713,5657,Low
3 Series,2017,South America,Silver,Electric,Automatic,2.4,27699,9479,High
X3,2021,Middle East,Black,Electric,Manual,2,145781,6107,Low
i3,2022,South America,Red,Hybrid,Manual,2.3,183059,2356,Low
i8,2013,Europe,Grey,Petrol,Automatic,2.5,17678,8471,High
i3,2015,Asia,Silver,Hybrid,Automatic,2.9,152741,3846,Low
X6,2018,North America,Silver,Diesel,Automatic,3.7,169012,1706,Low
X6,2019,North America,Blue,Petrol,Manual,1.5,195836,2437,Low
3 Series,2012,North America,Blue,Hybrid,Automatic,2.8,65600,6087,Low
5 Series,2024,Europe,Grey,Electric,Automatic,4.1,110199,7796,High
X6,2015,North America,Grey,Hybrid,Automatic,4.9,34082,4242,Low
M3,2011,Middle East,White,Diesel,Automatic,2.1,126167,8918,High
3 Series,2018,Middle East,Silver,Electric,Automatic,1.9,59012,3138,Low
M3,2018,Europe,Black,Hybrid,Automatic,2,17674,4579,Low
X3,2022,Asia,White,Diesel,Automatic,4,74304,8623,High
7 Series,2015,Asia,Blue,Petrol,Automatic,1.6,82554,445,Low
X3,2022,Europe,Red,Diesel,Automatic,1.7,104948,8016,High
M5,2014,Middle East,Black,Hybrid,Automatic,4.1,114680,7450,High
3 Series,2019,Middle East,Red,Diesel,Automatic,3,128529,6867,Low
X3,2017,South America,Red,Petrol,Manual,2.2,153946,8840,High
i8,2015,North America,White,Petrol,Automatic,4.7,87485,4259,Low
i3,2016,Middle East,Silver,Diesel,Automatic,3.2,22846,378,Low
X1,2022,North America,Red,Electric,Manual,2.4,46236,8766,High
7 Series,2018,Asia,White,Petrol,Automatic,4.5,145514,6011,Low
5 Series,2024,Middle East,Red,Electric,Manual,4.6,37384,5122,Low
i3,2024,Asia,Black,Petrol,Manual,1.7,134506,3327,Low
7 Series,2015,Middle East,Silver,Hybrid,Automatic,2.8,174887,3739,Low
X5,2024,Africa,Blue,Diesel,Automatic,2.3,109855,7562,High
7 Series,2021,Africa,Grey,Petrol,Automatic,4.5,164998,5681,Low
i8,2016,Africa,Black,Diesel,Manual,2.7,58594,5225,Low
X5,2021,Asia,Blue,Petrol,Manual,2,28992,1843,Low
X5,2022,Asia,Black,Electric,Manual,3.6,168127,5451,Low
5 Series,2015,South America,Grey,Diesel,Automatic,3.3,106072,9763,High
M3,2018,North America,Grey,Petrol,Manual,4.9,112831,9021,High
X1,2019,Africa,Red,Petrol,Automatic,4.6,174305,3345,Low
7 Series,2021,Europe,Grey,Diesel,Manual,3.6,26832,5087,Low
7 Series,2012,Asia,White,Electric,Automatic,3,105469,3977,Low
M3,2011,North America,Red,Electric,Automatic,1.7,119960,6900,Low
M3,2021,Middle East,Red,Hybrid,Manual,3.9,162844,7239,High
3 Series,2013,Middle East,Grey,Petrol,Automatic,4.8,101932,8750,High
X5,2010,Europe,Black,Petrol,Automatic,4.5,165740,8615,High
X6,2010,South America,Blue,Diesel,Manual,3.6,133870,8049,High
X1,2020,Africa,Red,Diesel,Automatic,4.4,48582,108,Low
M5,2014,Middle East,Blue,Diesel,Automatic,4.7,126017,536,Low
X5,2011,Europe,Red,Hybrid,Automatic,2.7,198142,2815,Low
i3,2012,Europe,Blue,Diesel,Automatic,1.6,13757,2186,Low
3 Series,2017,Middle East,Black,Diesel,Manual,5,66433,7209,High
7 Series,2011,Africa,Red,Petrol,Automatic,2.9,85401,3961,Low
i8,2019,Asia,Blue,Diesel,Automatic,3.6,85763,809,Low
M3,2014,North America,Silver,Petrol,Automatic,3.7,57041,2070,Low
X3,2020,Asia,Black,Diesel,Automatic,2.8,61789,9450,High
M3,2022,Asia,Red,Hybrid,Manual,1.9,132224,9700,High
X5,2015,Europe,White,Petrol,Automatic,1.5,12010,1935,Low
7 Series,2013,Asia,Red,Petrol,Manual,4.1,95890,1115,Low
i8,2024,Middle East,Silver,Diesel,Manual,2.2,80240,9111,High
X1,2019,South America,Black,Electric,Manual,1.5,95951,2389,Low
3 Series,2011,Africa,White,Electric,Automatic,2.6,49812,6513,Low
i8,2024,Asia,Blue,Electric,Automatic,2.4,61931,7953,High
i8,2013,Asia,Black,Petrol,Automatic,3,181828,9987,High
M3,2023,Middle East,Blue,Diesel,Manual,3.9,116591,6145,Low
5 Series,2022,Asia,Grey,Petrol,Automatic,3.4,182450,635,Low
i8,2011,Africa,Black,Electric,Automatic,4.1,52184,336,Low
X3,2020,North America,Grey,Electric,Manual,3.5,4582,4048,Low
3 Series,2021,Africa,White,Petrol,Manual,3.4,123416,7559,High
M3,2024,North America,White,Hybrid,Automatic,2,131937,2934,Low
i3,2020,Middle East,Blue,Petrol,Automatic,4.2,31961,2442,Low
X6,2022,South America,Red,Petrol,Manual,4.8,137650,9876,High
7 Series,2022,Asia,Blue,Petrol,Manual,2.8,81595,4443,Low
M5,2019,Middle East,Silver,Diesel,Automatic,4,50673,2844,Low
X5,2016,Middle East,White,Petrol,Automatic,3.6,37664,3199,Low
X3,2021,Middle East,Black,Electric,Manual,2.6,153260,9832,High
X6,2024,Europe,Grey,Hybrid,Automatic,4.7,170475,5855,Low
M3,2015,Europe,Blue,Hybrid,Automatic,4.1,75620,8598,High
5 Series,2024,Asia,Black,Petrol,Automatic,1.8,168639,2166,Low
3 Series,2019,Asia,Red,Electric,Automatic,3.9,22128,144,Low
X5,2011,Asia,Grey,Petrol,Automatic,3.5,160453,9896,High
3 Series,2013,Africa,Red,Hybrid,Manual,3.2,45682,8964,High
M3,2017,Europe,Silver,Petrol,Manual,3.6,50303,8160,High
M3,2022,South America,White,Hybrid,Manual,4.3,185620,8100,High
M3,2020,Europe,White,Electric,Automatic,3.5,30265,7397,High
5 Series,2024,Africa,Red,Electric,Manual,4.9,192109,4383,Low
3 Series,2015,North America,Silver,Petrol,Automatic,2.8,176196,5055,Low
X6,2023,Asia,White,Diesel,Manual,2.5,51498,5274,Low
i8,2023,Africa,Blue,Electric,Manual,4.9,10751,4378,Low
i3,2020,Middle East,Black,Petrol,Automatic,2.5,30888,9972,High
i3,2011,Europe,Grey,Diesel,Manual,3.7,117908,4966,Low
M3,2010,South America,Blue,Hybrid,Automatic,1.6,134293,8398,High
X1,2021,Africa,Black,Electric,Automatic,3.7,34664,6461,Low
3 Series,2021,Europe,Silver,Electric,Manual,3.1,161987,6846,Low
M5,2010,Middle East,White,Diesel,Automatic,1.6,176086,3594,Low
7 Series,2018,South America,White,Electric,Manual,2.1,86823,6004,Low
i3,2010,Europe,Blue,Electric,Automatic,3.7,143169,4366,Low
M3,2023,Middle East,Red,Hybrid,Manual,3.7,125981,1802,Low
X5,2023,North America,Blue,Petrol,Automatic,4.2,45904,2250,Low
X5,2024,Middle East,White,Electric,Automatic,3.6,36859,5862,Low
X3,2015,Africa,White,Diesel,Manual,1.9,3980,2019,Low
i3,2017,Middle East,Blue,Hybrid,Automatic,2,16004,6705,Low
X3,2023,South America,White,Hybrid,Manual,4.8,51955,7147,High
i8,2013,Europe,Silver,Petrol,Manual,3.9,185012,9358,High
7 Series,2021,South America,Grey,Electric,Manual,4.1,199026,4167,Low
3 Series,2022,North America,Red,Diesel,Manual,1.8,58542,5967,Low
5 Series,2011,Middle East,Red,Petrol,Manual,1.9,179718,2738,Low
5 Series,2024,North America,Grey,Hybrid,Manual,2.4,158840,8104,High
3 Series,2016,South America,Red,Petrol,Manual,2.5,134587,8828,High
X6,2017,Middle East,Black,Petrol,Automatic,2.1,173446,3890,Low
i8,2022,North America,Blue,Diesel,Manual,4.9,127664,9272,High
X1,2022,Europe,Grey,Petrol,Automatic,3.6,170293,2639,Low
5 Series,2018,Europe,White,Diesel,Manual,4,34023,4479,Low
i8,2018,Europe,Black,Petrol,Automatic,4.4,193467,8445,High
3 Series,2014,South America,Silver,Petrol,Manual,3.1,95696,8162,High
M3,2014,Asia,Red,Electric,Manual,4.6,164417,3772,Low
M5,2010,Asia,White,Electric,Automatic,4.4,62540,6898,Low
3 Series,2013,North America,Red,Electric,Automatic,4.5,178224,2378,Low
i3,2010,Africa,Black,Hybrid,Automatic,4.7,120102,9813,High
7 Series,2016,North America,Blue,Hybrid,Automatic,4.7,87448,5239,Low
X1,2022,South America,White,Electric,Automatic,4.3,179836,4525,Low
X1,2012,Asia,Silver,Petrol,Manual,3,27119,5778,Low
7 Series,2010,North America,Silver,Electric,Automatic,3.8,132967,9438,High
5 Series,2019,South America,Grey,Hybrid,Automatic,4.1,84993,8797,High
X1,2011,South America,Black,Diesel,Manual,4,53023,766,Low
M3,2021,Middle East,Blue,Hybrid,Manual,3.3,162486,254,Low
3 Series,2023,Europe,Blue,Hybrid,Manual,2,176969,207,Low
X3,2013,Asia,Black,Hybrid,Automatic,2.5,174745,4218,Low
M5,2017,Europe,Black,Petrol,Automatic,3.6,188062,2197,Low
X3,2012,Middle East,Grey,Hybrid,Manual,1.6,108300,6313,Low
X6,2022,South America,Grey,Hybrid,Manual,4.7,36630,1876,Low
X6,2019,South America,Black,Diesel,Manual,3,60422,3576,Low
i8,2019,North America,Grey,Petrol,Manual,3.9,709,9167,High
X3,2010,South America,Red,Petrol,Manual,2.7,5535,1347,Low
X1,2013,North America,Black,Electric,Automatic,4.4,11643,5456,Low
X6,2011,Africa,Blue,Hybrid,Manual,2.8,38916,6171,Low
7 Series,2020,Middle East,White,Hybrid,Manual,4.3,139157,4860,Low
X1,2011,Africa,Black,Petrol,Manual,4.7,35351,9019,High
X1,2019,Asia,Red,Diesel,Automatic,1.7,74900,4410,Low
3 Series,2014,Asia,Blue,Petrol,Manual,4.9,47246,827,Low
i8,2023,Europe,Silver,Petrol,Manual,2.4,77259,5257,Low
X5,2012,Europe,Black,Hybrid,Manual,2.7,148253,9137,High
X6,2022,North America,Black,Electric,Manual,3.3,27481,6639,Low
X6,2016,South America,White,Hybrid,Manual,2.9,181046,7285,High
X1,2021,Europe,Red,Electric,Manual,3.7,187304,9921,High
X1,2016,Africa,White,Electric,Manual,4.3,23990,7150,High
M5,2016,North America,Black,Petrol,Automatic,2.8,41321,182,Low
i8,2013,Africa,Grey,Petrol,Automatic,4.4,130537,2980,Low
i8,2018,Asia,Grey,Hybrid,Manual,1.6,79157,3686,Low
i8,2021,Europe,Blue,Hybrid,Automatic,3.7,91626,1605,Low
7 Series,2017,Middle East,Blue,Hybrid,Automatic,2.6,151732,575,Low
5 Series,2020,North America,Black,Electric,Manual,3,128857,7623,High
X3,2013,Africa,Blue,Hybrid,Manual,3.8,90607,1845,Low
i3,2017,Asia,Grey,Diesel,Automatic,2.8,75584,6117,Low
7 Series,2010,Asia,Red,Petrol,Automatic,1.6,33065,5814,Low
M3,2012,Middle East,Red,Petrol,Automatic,2.6,179011,3774,Low
X1,2015,Asia,Grey,Diesel,Automatic,2.1,199235,1194,Low
5 Series,2020,North America,Silver,Diesel,Automatic,2.5,104765,1258,Low
X5,2017,Africa,Silver,Petrol,Automatic,4.8,32268,7530,High
X3,2024,North America,White,Electric,Manual,3.1,16206,9975,High
X5,2011,South America,Blue,Hybrid,Automatic,2,176698,933,Low
3 Series,2023,Europe,Grey,Diesel,Automatic,1.9,161350,4534,Low
i8,2023,Africa,Red,Petrol,Automatic,2.3,87384,9789,High
i3,2017,Africa,Grey,Petrol,Automatic,1.8,47351,6332,Low
M5,2013,Asia,White,Petrol,Automatic,1.9,176631,7185,High
X5,2013,North America,Blue,Electric,Manual,4.5,118565,235,Low
M3,2019,Asia,Grey,Hybrid,Automatic,3.2,111472,1742,Low
i3,2020,North America,White,Petrol,Automatic,3.5,6300,9682,High
M5,2024,Europe,White,Electric,Manual,1.6,166846,7780,High
X1,2015,Asia,Blue,Electric,Automatic,1.7,93209,4637,Low
X1,2013,Africa,Grey,Hybrid,Automatic,2.7,180240,826,Low
M5,2011,Asia,Black,Hybrid,Manual,4,184952,9821,High
M5,2018,Africa,Blue,Diesel,Manual,2.8,44465,3381,Low
3 Series,2010,Africa,White,Petrol,Manual,4.8,167371,197,Low
M3,2020,South America,Red,Diesel,Automatic,1.6,84035,1186,Low
7 Series,2013,Europe,Blue,Electric,Manual,3.8,39520,9129,High
X5,2016,North America,Grey,Hybrid,Automatic,2.8,159312,6516,Low
3 Series,2012,Africa,Red,Hybrid,Manual,3.2,136757,7692,High
X3,2011,Africa,Blue,Hybrid,Manual,3.7,2885,8321,High
M3,2016,South America,Grey,Electric,Manual,3.7,117253,3519,Low
M3,2023,North America,Silver,Electric,Manual,2.1,175559,5247,Low
X3,2024,Middle East,Red,Electric,Automatic,4.7,145822,865,Low
M5,2021,South America,Red,Hybrid,Manual,3.2,8848,4354,Low
X5,2010,Africa,Blue,Diesel,Manual,4.4,184826,9220,High
M5,2012,Middle East,Black,Diesel,Manual,2.9,25981,6034,Low
M3,2020,South America,White,Petrol,Automatic,4,21831,1799,Low
X3,2017,North America,Black,Electric,Manual,2.2,187708,6669,Low
X6,2018,Africa,Silver,Petrol,Automatic,3.4,101378,7463,High
i3,2013,Africa,Red,Petrol,Manual,2.7,124901,2297,Low
X5,2014,Europe,White,Hybrid,Manual,3.7,122280,8415,High
X6,2016,North America,Red,Electric,Automatic,4.4,42477,2104,Low
X6,2011,Europe,White,Diesel,Automatic,2.5,44673,7979,High
M3,2019,Africa,Red,Petrol,Automatic,1.7,22556,4795,Low
X3,2024,Europe,Blue,Electric,Manual,4.6,143512,1880,Low
M3,2022,South America,White,Petrol,Automatic,4.4,60777,3847,Low
M3,2023,Asia,Black,Petrol,Automatic,4.8,120723,3616,Low
3 Series,2016,South America,Grey,Diesel,Manual,2.3,184897,2761,Low
X1,2023,North America,Blue,Petrol,Manual,4,110391,4754,Low
5 Series,2015,Africa,Red,Diesel,Manual,4.9,151428,7150,High
i8,2020,Middle East,Blue,Hybrid,Automatic,4.1,115997,8895,High
M3,2015,Middle East,White,Diesel,Automatic,3.8,163522,6396,Low
7 Series,2013,Europe,Red,Hybrid,Automatic,3.5,101471,4955,Low
X6,2022,South America,Red,Diesel,Manual,3.1,175287,7710,High
X5,2016,Africa,Grey,Hybrid,Automatic,4.4,21842,6152,Low
5 Series,2016,South America,Blue,Diesel,Manual,3.7,50801,5358,Low
X6,2013,Europe,Silver,Electric,Automatic,1.9,153583,9712,High
i8,2020,Asia,White,Petrol,Automatic,3.4,113488,6895,Low
5 Series,2013,Middle East,Blue,Diesel,Manual,4.1,122470,507,Low
3 Series,2016,North America,White,Electric,Manual,2.4,104214,6025,Low
i3,2013,Middle East,Grey,Diesel,Manual,2.2,37795,4599,Low
i8,2022,Africa,Blue,Diesel,Manual,5,68369,3477,Low
5 Series,2020,North America,Blue,Electric,Manual,4.9,116637,611,Low
